323.378693	962.165222	
325.498932	961.429443	
349.830048	953.997009	
355.673340	952.355713	
357.433777	951.755127	
394.603882	940.743896	
398.179260	939.691345	
315.990784	962.089294	
321.442108	960.360291	
323.323822	960.034851	
325.418427	959.211853	
349.745514	951.898682	
351.813324	951.345154	
353.749329	950.768311	
355.479492	950.287903	
360.896393	948.718567	
394.309540	938.803894	
396.106537	938.241638	
397.998688	937.705627	
401.616119	936.713867	
403.794586	936.085510	
308.548859	962.158813	
310.362335	961.673096	
312.237915	961.090332	
314.031219	960.520081	
315.739899	960.037964	
317.559723	959.461609	
319.415344	958.885803	
321.201782	958.306763	
323.175995	957.738220	
349.635284	950.005005	
351.648407	949.449890	
353.505646	948.778992	
355.255371	948.254517	
360.856628	946.761902	
394.070465	936.857422	
395.829559	936.278442	
397.720612	935.831360	
399.527252	935.205383	
401.311035	934.731873	
403.393402	934.090576	
301.103149	962.199402	
302.876068	961.670471	
308.319824	960.116577	
310.191498	959.600952	
311.968933	959.104919	
313.781097	958.539490	
315.584991	957.846924	
317.427246	957.333679	
319.205597	956.830200	
320.985443	956.266541	
323.038788	955.679260	
325.363586	955.218994	
346.537781	948.740234	
349.313873	947.971252	
351.499908	947.294678	
353.286285	946.759033	
354.985321	946.326233	
356.754547	945.731262	
358.575928	945.251892	
393.796021	934.727905	
395.475708	934.157898	
397.308075	933.554626	
399.128662	933.026184	
400.864014	932.484497	
402.698669	931.863098	
293.860962	962.173462	
295.682037	961.633057	
297.472656	961.150635	
299.222443	960.564941	
300.935944	960.165039	
302.623688	959.693604	
304.402527	959.145874	
306.300934	958.758362	
308.182892	958.221130	
309.937439	957.547180	
311.803864	957.034912	
313.654175	956.468018	
315.333313	955.888245	
317.136871	955.344421	
319.019806	954.797119	
320.827454	954.274109	
322.803955	953.915222	
346.786407	946.661255	
349.372803	945.947388	
351.254120	945.320435	
353.128632	944.846863	
354.800476	944.290100	
356.435913	943.837952	
358.291870	943.235779	
360.672638	942.731995	
393.015411	932.767761	
394.839874	932.299927	
396.635040	931.809875	
398.363159	931.360596	
400.219208	930.798462	
402.070740	930.353699	
286.486664	962.116394	
288.266724	961.588440	
290.163727	961.105835	
291.948853	960.605591	
293.661407	960.192871	
295.464264	959.599976	
297.200317	959.089417	
298.918610	958.650940	
300.731079	958.266052	
302.460999	957.668030	
304.181732	957.174561	
306.026154	956.682983	
307.965942	956.185486	
309.826080	955.551697	
311.626251	954.957642	
313.432343	954.545410	
315.178284	953.979919	
317.067322	953.380859	
318.749664	952.860474	
320.533386	952.433655	
322.513458	951.913147	
349.032684	943.866455	
350.903076	943.368896	
352.730682	942.681091	
354.404602	942.087524	
356.102356	941.624146	
357.879791	941.025635	
392.510193	931.165466	
394.262543	930.709961	
396.046112	930.162415	
397.839722	929.725647	
399.613495	929.091492	
401.496521	928.499512	
403.885468	927.988708	
277.464142	962.456482	
279.306854	961.980469	
281.009735	961.648254	
282.817261	961.076111	
284.453217	960.573792	
286.170898	960.071167	
287.987366	959.706421	
289.805359	959.154236	
291.621429	958.632141	
293.438324	958.267578	
295.254425	957.743286	
296.978882	957.264038	
298.722656	956.742249	
